Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (kg/thn);Sampahterkelola (kg/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Alamat;Kelurahan;Kecamatan;Pengelola
2023;1;Jawa Tengah;Kab. Magelang;DADI GUNO;BSU;A;1.932,00;1.920,00;0,00;0,00;1.920,00;0,00;GEBAYAN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Nusa Indah Paremono;BSU;A;5.304,00;5.304,00;0,00;0,00;5.304,00;0,00;Trojayan, Paremono;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mekar Abadi CDM;BSU;A;7.500,00;7.260,00;0,00;0,00;7.260,00;0,00;Mejing VA;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;KAMPUNG LESTARI;BSU;A;6.708,00;3.828,00;0,00;0,00;3.828,00;0,00;Pandean Kidul;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Berkah Pucungan;BSU;A;3.756,00;1.992,00;0,00;0,00;1.992,00;0,00;Pucungan;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;LUMBUNG REJEKI;BSU;A;1.380,00;1.380,00;0,00;0,00;1.380,00;0,00;TAMPIR WETAN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Seroja;BSU;A;9.840,00;9.828,00;0,00;0,00;9.828,00;0,00;Mendut III;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Ngudi Lestari;BSU;A;3.540,00;3.528,00;0,00;0,00;3.528,00;0,00;Bolong;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;DAHLIA;BSU;A;6.408,00;6.408,00;0,00;0,00;6.408,00;0,00;Deso;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Pakem Bersih;BSU;A;3.684,00;3.672,00;0,00;0,00;3.672,00;0,00;Pakem;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Mandiri Candimulyo;BSU;A;7.800,00;7.800,00;0,00;0,00;7.800,00;0,00;Ngelampu;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Gentara;BSU;A;5.340,00;5.340,00;0,00;0,00;5.340,00;0,00;Srikue Ambartawang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Bligo Beriman;BSU;A;8.640,00;7.404,00;0,00;0,00;7.404,00;0,00;RT 001/009;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;GUNUNG LESTARI DARU;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Daru;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kamal;BSU;A;3.216,00;3.216,00;0,00;0,00;3.216,00;0,00;Kamal;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Sido Resik;BSU;A;1.284,00;1.284,00;0,00;0,00;1.284,00;0,00;Soronalan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Forest Migunani;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Bacinan RT 004/002;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;GUNUNG LESTARI BONGOS;BSU;A;840,00;516,00;168,00;0,00;348,00;0,00;BONGOS;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Onggosoro;BSU;A;3.384,00;3.384,00;0,00;0,00;3.384,00;0,00;Onggosoro;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Anandofah;BSU;A;6.000,00;5.400,00;0,00;0,00;5.400,00;0,00;Dusun Klumprit;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kerban Poenya;BSU;A;5.664,00;1.740,00;0,00;0,00;1.740,00;0,00;Dusun Kerban;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Rumpun bambu;BSU;A;10.236,00;10.152,00;0,00;0,00;10.152,00;0,00;Dangkel Wetan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Berseri Beran;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Beran;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mijil;BSU;A;2.796,00;2.796,00;0,00;0,00;2.796,00;0,00;Mijil;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Dasekan Asri;BSU;A;8.472,00;8.472,00;0,00;0,00;8.472,00;0,00;Dusun Dasekan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Rozaqtana;BSU;A;3.348,00;3.084,00;0,00;0,00;3.084,00;0,00;Ploso kidul;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Sukses Bersama;BSU;A;4.176,00;2.040,00;0,00;0,00;2.040,00;0,00;Kandren;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Gunung Lestari Krajan;BSU;A;216,00;204,00;0,00;0,00;204,00;0,00;Krajan, Pager Gunung;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Dawis 5 dan 6;BSU;A;8.556,00;8.556,00;0,00;0,00;8.556,00;0,00;Sabrang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mawar Sabrang;BSU;A;5.112,00;5.112,00;0,00;0,00;5.112,00;0,00;sabrang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Emas;BSU;A;2.880,00;2.640,00;1.008,00;300,00;1.332,00;0,00;Madyogondo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Karanglo Bersinar;BSU;A;3.732,00;3.684,00;0,00;0,00;3.684,00;0,00;Karanglo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Laras Asri Pagerjurang;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Pagerjurang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Bumi Hijau Kedungombo;BSU;A;1.344,00;888,00;0,00;0,00;888,00;0,00;Kedungombo;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;NGUDI REJEKI;BSU;A;2.208,00;1.236,00;24,00;0,00;1.212,00;0,00;NGAWEN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Margo Tekun;BSU;A;1.596,00;1.344,00;0,00;0,00;1.344,00;0,00;Tempelan Trayem;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kasuran Berseri;BSU;A;4.860,00;4.152,00;0,00;0,00;4.152,00;0,00;Kasuran;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Seberkas;BSU;A;3.000,00;3.000,00;0,00;0,00;3.000,00;0,00;Karang Ampel;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Indah 3;BSU;A;720,00;540,00;0,00;0,00;540,00;0,00;Kedungan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;KUNCUP HARUM MEKAR;BSU;A;8.628,00;3.888,00;0,00;0,00;3.888,00;0,00;Dusun Sanggrahan, Desa banyubiru;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;BS. Indah 2;BSU;A;4.884,00;4.872,00;0,00;0,00;4.872,00;0,00;Pranan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Barkas Arimbi;BSU;A;11.112,00;10.776,00;0,00;0,00;10.776,00;0,00;Tumbreb;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mekar Abadi MEJING;BSU;A;5.952,00;1.344,00;0,00;0,00;1.344,00;0,00;Mejing 5A;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Indah Beran II;BSU;A;6.024,00;6.012,00;0,00;0,00;6.012,00;0,00;Paingan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;HARAPAN KITA;BSU;A;6.696,00;6.696,00;0,00;0,00;6.696,00;0,00;Jareyan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Senja Banyuroto;BSU;A;3.396,00;3.396,00;0,00;0,00;3.396,00;0,00;banyuroto;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;GUYUP RUKUN SALAM;BSU;A;4.524,00;4.368,00;0,00;0,00;4.368,00;0,00;Gambiran;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Melati Mejing 6;BSU;A;3.660,00;3.660,00;0,00;0,00;3.660,00;0,00;Mejing VI;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sekarsari Bungasari;BSU;A;9.468,00;9.444,00;0,00;0,00;9.444,00;0,00;Bungasari RT '02 / 01;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;BEAUTY RUBISH;BSU;A;27.360,00;26.520,00;0,00;0,00;26.520,00;0,00;PURBOLINGGO;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sumbing Asri;BSU;A;15.840,00;15.840,00;0,00;0,00;15.840,00;0,00;Desa Dampit;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;DADI BERKAH;BSU;A;2.232,00;2.232,00;0,00;0,00;2.232,00;0,00;Purwosari;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;RENAC;BSU;A;1.080,00;1.080,00;0,00;0,00;1.080,00;0,00;Namengan, Paremono;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Dahlia Berseri;BSU;A;2.940,00;1.548,00;300,00;120,00;780,00;348,00;Ngasem RT 1/11;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Eman Bawana;BSU;A;2.520,00;378,00;0,00;0,00;378,00;0,00;Bumisegoro;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Bank Sampah Pernolo;BSU;A;576,00;576,00;24,00;0,00;552,00;0,00;pernolo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sri Rejeki;BSU;A;1.776,00;1.776,00;0,00;0,00;1.776,00;0,00;Demo Kalibening;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;DADI GUNO;BSU;A;1.932,00;1.920,00;0,00;0,00;1.920,00;0,00;GEBAYAN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Nusa Indah Paremono;BSU;A;5.304,00;5.304,00;0,00;0,00;5.304,00;0,00;Trojayan, Paremono;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mekar Abadi CDM;BSU;A;7.500,00;7.260,00;0,00;0,00;7.260,00;0,00;Mejing VA;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Igra;BSU;A;4.680,00;4.680,00;0,00;0,00;4.680,00;0,00;Gugu 2;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kalitengah;BSU;A;3.540,00;3.528,00;0,00;0,00;3.528,00;0,00;Kalitengah;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Seroja;BSU;A;9.840,00;9.828,00;0,00;0,00;9.828,00;0,00;Mendut III;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Ngudi Lestari;BSU;A;3.540,00;3.528,00;0,00;0,00;3.528,00;0,00;Bolong;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Ngarenan;BSU;A;6.120,00;5.940,00;0,00;0,00;5.940,00;0,00;Ngarenan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Ngaglik;BSU;A;2.256,00;2.256,00;0,00;0,00;2.256,00;0,00;Ngaglik;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Gentara;BSU;A;5.340,00;5.340,00;0,00;0,00;5.340,00;0,00;Srikue Ambartawang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Bligo Beriman;BSU;A;8.640,00;7.404,00;0,00;0,00;7.404,00;0,00;RT 001/009;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;BERKAH ABADI PONGANGAN;BSU;A;16.272,00;2.712,00;0,00;0,00;2.712,00;0,00;PONGANGAN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Bumen Mandiri;BSU;A;3.900,00;3.900,00;0,00;0,00;3.900,00;0,00;Mbumen;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sido Resik;BSU;A;1.284,00;1.284,00;0,00;0,00;1.284,00;0,00;Soronalan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Forest Migunani;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Bacinan RT 004/002;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;ASRI MANDIRI Karanggawang;BSU;A;2.172,00;2.172,00;0,00;0,00;2.172,00;0,00;Karanggawang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;MAWAR Dayugo;BSU;A;6.480,00;6.480,00;756,00;2.652,00;3.072,00;0,00;Dayugo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;LUMBUNG REJEKI;BSU;A;1.380,00;1.380,00;0,00;0,00;1.380,00;0,00;TAMPIR WETAN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Anandofah;BSU;A;6.000,00;5.400,00;0,00;0,00;5.400,00;0,00;Dusun Klumprit;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kerban Poenya;BSU;A;5.664,00;1.740,00;0,00;0,00;1.740,00;0,00;Dusun Kerban;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Rumpun bambu;BSU;A;10.236,00;10.152,00;0,00;0,00;10.152,00;0,00;Dangkel Wetan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Barokah Simping;BSU;A;5.076,00;5.076,00;0,00;0,00;5.076,00;0,00;Simping;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Cantik;BSU;A;1.752,00;1.704,00;0,00;0,00;1.704,00;0,00;Palihan;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Mandiri Candimulyo;BSU;A;7.800,00;7.800,00;0,00;0,00;7.800,00;0,00;Ngelampu;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Dasekan Asri;BSU;A;8.472,00;8.472,00;0,00;0,00;8.472,00;0,00;Dusun Dasekan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Rozaqtana;BSU;A;3.348,00;3.084,00;0,00;0,00;3.084,00;0,00;Ploso kidul;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;GEMAH RIPAH TANGGULANGIN;BSU;A;5.976,00;5.940,00;0,00;0,00;5.940,00;0,00;Tanggulangin;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Trengginas;BSU;A;2.412,00;2.268,00;0,00;0,00;2.268,00;0,00;Kaliduren;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Dawis 5 dan 6;BSU;A;8.556,00;8.556,00;0,00;0,00;8.556,00;0,00;Sabrang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mawar Sabrang;BSU;A;5.112,00;5.112,00;0,00;0,00;5.112,00;0,00;sabrang;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Emas;BSU;A;2.880,00;2.640,00;1.008,00;300,00;1.332,00;0,00;Madyogondo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;NAWASENA;BSU;A;756,00;744,00;0,00;0,00;744,00;0,00;Jetis;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Tekun;BSU;A;25.800,00;20.652,00;0,00;0,00;20.652,00;0,00;Sangen;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Bumi Hijau Kedungombo;BSU;A;1.344,00;888,00;0,00;0,00;888,00;0,00;Kedungombo;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;NGUDI REJEKI;BSU;A;2.208,00;1.236,00;24,00;0,00;1.212,00;0,00;NGAWEN;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Margo Tekun;BSU;A;1.596,00;1.344,00;0,00;0,00;1.344,00;0,00;Tempelan Trayem;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;SATU HATI;BSU;A;8.916,00;8.904,00;0,00;0,00;8.904,00;0,00;Krapyak;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Resik Brangkal Borobudur;BSU;A;1.344,00;1.344,00;168,00;540,00;636,00;0,00;Brangkal;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Indah 3;BSU;A;720,00;540,00;0,00;0,00;540,00;0,00;Kedungan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;KUNCUP HARUM MEKAR;BSU;A;8.628,00;3.888,00;0,00;0,00;3.888,00;0,00;Dusun Sanggrahan, Desa banyubiru;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;BS. Indah 2;BSU;A;4.884,00;4.872,00;0,00;0,00;4.872,00;0,00;Pranan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;KAMPUNG LESTARI;BSU;A;6.708,00;3.828,00;0,00;0,00;3.828,00;0,00;Pandean Kidul;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Berkah Pucungan;BSU;A;3.756,00;1.992,00;0,00;0,00;1.992,00;0,00;Pucungan;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Indah Beran II;BSU;A;6.024,00;6.012,00;0,00;0,00;6.012,00;0,00;Paingan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;HARAPAN KITA;BSU;A;6.696,00;6.696,00;0,00;0,00;6.696,00;0,00;Jareyan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Senja Banyuroto;BSU;A;3.396,00;3.396,00;0,00;0,00;3.396,00;0,00;banyuroto;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;DAHLIA;BSU;A;6.408,00;6.408,00;0,00;0,00;6.408,00;0,00;Deso;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Pakem Bersih;BSU;A;3.684,00;3.672,00;0,00;0,00;3.672,00;0,00;Pakem;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;BEAUTY RUBISH;BSU;A;27.360,00;26.520,00;0,00;0,00;26.520,00;0,00;PURBOLINGGO;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sumbing Asri;BSU;A;15.840,00;15.840,00;0,00;0,00;15.840,00;0,00;Desa Dampit;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;GUNUNG LESTARI DARU;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Daru;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kamal;BSU;A;3.216,00;3.216,00;0,00;0,00;3.216,00;0,00;Kamal;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Bank Sampah Pernolo;BSU;A;576,00;576,00;24,00;0,00;552,00;0,00;pernolo;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Sri Rejeki;BSU;A;1.776,00;1.776,00;0,00;0,00;1.776,00;0,00;Demo Kalibening;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;GUNUNG LESTARI BONGOS;BSU;A;840,00;516,00;168,00;0,00;348,00;0,00;BONGOS;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Onggosoro;BSU;A;3.384,00;3.384,00;0,00;0,00;3.384,00;0,00;Onggosoro;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Igra;BSU;A;4.680,00;4.680,00;0,00;0,00;4.680,00;0,00;Gugu 2;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Kalitengah;BSU;A;3.540,00;3.528,00;0,00;0,00;3.528,00;0,00;Kalitengah;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Berseri Beran;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Beran;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Mijil;BSU;A;2.796,00;2.796,00;0,00;0,00;2.796,00;0,00;Mijil;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Ngarenan;BSU;A;6.120,00;5.940,00;0,00;0,00;5.940,00;0,00;Ngarenan;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Ngaglik;BSU;A;2.256,00;2.256,00;0,00;0,00;2.256,00;0,00;Ngaglik;;;LSM
2023;1;Jawa Tengah;Kab. Magelang;Sukses Bersama;BSU;A;4.176,00;2.040,00;0,00;0,00;2.040,00;0,00;Kandren;;;Masyarakat
2023;1;Jawa Tengah;Kab. Magelang;Gunung Lestari Krajan;BSU;A;216,00;204,00;0,00;0,00;204,00;0,00;Krajan, Pager Gunung;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Permata 4;BSU;A;504,00;504,00;0,00;36,00;444,00;24,00;Madumulyo  RT 04/RW 01 pulisen boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Mumpuni;BSU;A;1.860,00;1.860,00;0,00;0,00;1.860,00;0,00;Gilingan Kidul RT 02 RW 06 Urutsewu Ampel;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;melati 2 cepogo;BSU;A;816,00;816,00;0,00;0,00;816,00;0,00;Dk. Banaran Rt, 02 Rw. 08;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;BS Gondang Slamet Rt 02;BSU;A;300,00;300,00;0,00;0,00;300,00;0,00;Dk Gondang Slamet Rt 02 Ampel Boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Rumala;BSU;A;1.512,00;1.512,00;0,00;0,00;1.512,00;0,00;tumang gunungsari 01/15 cepogo;Cepogo;Cepogo;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"BS ""ANGGREK""";BSU;A;816,00;816,00;0,00;0,00;816,00;0,00;Tumang Tegal Rejo  RT 04 RW 09, Desa Cepogo Cepogo;Cepogo;Cepogo;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Gatak Rt. 05/02;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Gatak Rt. 05/02 Kebon Gulo;Desa Kebon Gulo;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Melati IV;BSU;A;684,00;684,00;0,00;0,00;684,00;0,00;Surodadi 3/9;Siswodipuran;Boyolali;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Rt.15;BSU;A;960,00;960,00;0,00;0,00;960,00;0,00;Ngadirejo Rt. 15/3 Sumber Simo;Desa Sumber;Simo;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ringin  Asri 1;BSU;A;4.080,00;4.080,00;0,00;0,00;4.080,00;0,00;Ringinlarik 15/3;Ringinlarik;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"Bank Sampah Unit BS ""REJOSARI""";BSU;A;1.200,00;1.200,00;0,00;0,00;1.200,00;0,00;Dk. Rejosari RT 20/RW 03;Kembangsari;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ngudi Resik 9;BSU;A;516,00;516,00;0,00;0,00;516,00;0,00;Dk. Kurahan Rt. 02 / Rw. 02;Desa Keposong;Tamansari;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"BANK SAMPAH ""SEHAT BAROKAH""";BSU;A;372,00;372,00;0,00;6,00;366,00;0,00;DK. SAMBUNGREJO RT 27/RW 04, DS. MLIWIS, KEC. CEPOGO, KAB. BOYOLALI;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ngudi Rapi 1;BSU;A;1.734,00;1.734,00;0,00;600,00;1.134,00;0,00;Dk. Suden /03;Dragan;Tamansari;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Permata 5;BSU;A;125,76;125,76;0,00;0,00;125,76;0,00;Anggorosari RT 05 RW 01 pulisen boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;BASUKI CAMPUS;BSU;A;1.524,00;1.524,00;0,00;0,00;1.524,00;0,00;Dk. CANDIMULYO RT.05/13 DESA KIRINGAN Boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Mandiri;BSU;A;2.484,00;2.484,00;0,00;0,00;2.484,00;0,00;Tempel Rt 06 rw 01;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;BS Gondang Slamet Rt 01;BSU;A;120,00;120,00;0,00;0,00;120,00;0,00;Dk Gondang Slamet Rt 01 Ampel Boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"BS. ""DODOGAN""";BSU;A;2.280,00;2.280,00;0,00;0,00;2.280,00;0,00;Dodogan Gede RT 07/RW 01 Ds. Salakan Teras;Ds. Salakan;Teras;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"Bs ""Anggrek"" Dukuhan";BSU;A;1.624,20;1.624,20;0,00;0,00;1.624,20;0,00;Dukuhan RW.16 Desa Cepogo Cepogo;Cepogo;Cepogo;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Gumuk Reko Rt. 07/ 03;BSU;A;240,00;240,00;0,00;0,00;240,00;0,00;Gumuk RekoRt. 07/ 03 Kebon Gulo;Desa Kebon Gulo;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Berhitung;BSU;A;1.080,00;1.080,00;0,00;0,00;1.080,00;0,00;RT 06 RW 02 Penggung;Desa Penggung;Boyolali;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Cabean Rt 08;BSU;A;129,60;129,60;0,00;0,00;129,60;0,00;Cabean Rt. 008;Desa Cabeankunti;Cepogo;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Sido Waras;BSU;A;924,00;924,00;0,00;0,00;924,00;0,00;Mogol Wetan 11/02;Ringinlarik;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"Bank Sampah Unit BS ""JONGGOL""";BSU;A;780,00;780,00;0,00;0,00;780,00;0,00;Dk. Jonggol RT 19/RW 03;Kembangsari;Musuk;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ngudi Resik 10;BSU;A;840,00;840,00;0,00;0,00;840,00;0,00;Dk. Tegalsari Rt. 01 / Rw. 02;Desa Keposong;Tamansari;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ngudi Resik 11;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Dk. Geblak Rt.03/ Rw. 02;Desa Keposong;Tamansari;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Unit Ngudi Rapi 2;BSU;A;645,24;645,24;0,00;0,00;645,24;0,00;Dk. Tegalrejo Rt. 01/Rw. 04;Dragan;Tamansari;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;Bank Sampah Permata 3;BSU;A;10.680,60;10.680,60;0,00;624,60;10.056,00;0,00;Anggorosari RT 03 RW 01 pulisen boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;"BS ""BAROKAH 06""";BSU;A;2.676,00;2.676,00;0,00;0,00;2.676,00;0,00;Dk, Tempel Rt. 06/ Rw. 01, Ds. Sumberagung, klego;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;melati tumang;BSU;A;894,00;894,00;0,00;360,00;534,00;0,00;Dk. Tumang Tegal Rejo RT 01/ RW 09;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;BS  Argo Asri;BSU;A;1.500,00;1.500,00;0,00;0,00;1.500,00;0,00;Dk. Ngargorejo Rt 01/01 Ds Ngargosari  Ampel Boyolali;;;Masyarakat
2023;1;Jawa Tengah;Kab. Boyolali;BS Kedungbanteng RT 13;BSU;A;187,20;187,20;0,00;0,00;187,20;0,00;cabean kunti cepogo RT 13;;;Masyarakat
